Respondent_Serial,brand,OSAT,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Has a wide range of ingredients,Portions are the right size for my appetite,Is worth the price,Is a good value for the money,Has enticing promotional offers,Ordering is simple and easy,Integrates technology into its ordering process,Restaurant is clean,Ingredients are fresh,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,State,sales,Total subs sold in a year,Payment Used,Wait Time
4966,Jimmy Johns,7,6,6,6,6,7,6,6,7,7,6,6,7,6,7,Nevada,5939.115559,368374.5509,Credit Card,7
4975,Firehouse Subs,4,4,4,5,4,5,3,4,3,4,4,4,4,3,5,New Hampshire,2932.458837,242831.3023,Debit Card,12
4975,Jimmy Johns,5,4,4,3,5,5,6,5,4,5,5,5,4,4,5,New Jersey,1492.102606,944208.4512,Credit Card,6
4977,Jersey Mikes,5,7,7,7,7,7,7,7,6,7,7,7,7,7,7,New Mexico,3195.15587,288928.1664,Samsung Pay,12
4977,Panera,6,7,7,6,7,7,6,6,6,7,6,7,7,6,6,New York,7911.728293,365935.426,Credit Card,15
4985,Jersey Mikes,6,4,4,4,5,6,5,4,6,3,4,6,6,5,5,North Carolina,4732.33176,135190.2949,Credit Card,10
4985,Jimmy Johns,5,4,4,4,4,5,7,4,7,4,5,4,6,4,5,North Dakota,8557.16495,264104.7057,Credit Card,13
4987,Subway,6,6,6,6,5,6,6,5,6,6,6,6,6,6,5,Ohio,660.7112863,433297.9581,Cash,12
4987,Chipotle,6,6,6,6,6,6,6,5,6,6,6,7,7,6,6,Oklahoma,391.3673377,395307.9846,Google Pay,11
5002,Firehouse Subs,5,6,6,6,6,5,5,5,6,6,6,6,5,6,6,Oregon,2115.819363,798263.9469,Debit Card,12
5002,Jimmy Johns,5,6,5,6,7,5,6,5,6,5,6,5,6,5,5,Pennsylvania,9019.651754,441840.7369,Debit Card,15
5010,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Rhode Island,353.8479773,203830.3566,Credit Card,10
5010,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,South Carolina,2112.142917,729285.0513,Credit Card,11
5026,Subway,5,4,5,4,6,6,5,5,6,5,7,7,6,6,7,Vermont,3443.950379,424377.9936,Google Pay,8
5026,McDonalds,7,7,6,7,6,7,7,7,6,7,7,7,7,7,7,Virginia,9301.509008,184389.3141,Credit Card,7
5032,Chipotle,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,Washington,9747.600547,396457.9015,Cash,5
5032,McDonalds,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,West Virginia,1776.574839,122055.4481,Samsung Pay,5
5034,Jersey Mikes,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,Wisconsin,3722.903124,535028.4983,Apple Pay,10
5034,Jimmy Johns,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,Wyoming,9304.459133,794700.0828,Debit Card,7
5036,Chipotle,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Alabama,6493.738879,203988.0595,Apple Pay,11
5036,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Alaska,7403.875218,499914.9925,Debit Card,5
5037,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Arizona,110.0200123,368492.8291,Cash,9
5037,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Arkansas,6444.019359,41130.26042,Apple Pay,12
5041,Firehouse Subs,5,6,6,6,5,4,4,5,6,5,6,6,6,6,6,California,9729.754654,601753.2168,Apple Pay,10
5041,Jimmy Johns,6,6,6,6,5,5,4,5,5,5,6,5,6,7,6,Colorado,4593.142954,51094.282,Debit Card,14
5053,Jersey Mikes,7,6,7,5,4,7,7,7,7,7,7,7,7,7,6,Hawaii,8006.406986,406885.0885,Credit Card,15
5053,Jimmy Johns,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Idaho,9726.135666,421187.7643,Google Pay,7
5064,Chipotle,6,5,7,5,7,7,7,7,7,6,7,7,7,7,7,Maine,9392.552149,286560.9115,Apple Pay,8
5064,Jimmy Johns,2,4,5,3,4,3,3,3,3,3,5,4,3,4,4,Maryland,6684.051486,622811.0779,Samsung Pay,9
5075,McDonalds,6,6,5,6,5,6,6,7,5,6,6,6,6,5,6,Michigan,8614.590404,543062.8053,Samsung Pay,10
5089,Subway,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,Missouri,4111.601109,818380.8784,Apple Pay,6
5089,Jimmy Johns,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,Montana,5044.098733,976817.3517,Credit Card,10
5093,Panera,6,6,6,5,6,4,4,5,4,5,6,5,6,5,6,Nevada,5416.301902,723621.2512,Samsung Pay,7
5097,Firehouse Subs,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,New Mexico,6883.192919,983521.0556,Cash,12
5097,Jimmy Johns,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,New York,7143.150131,698123.1907,Apple Pay,14
5102,Subway,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,North Carolina,9220.211287,659165.8139,Cash,12
5102,Jimmy Johns,6,7,6,6,6,6,6,6,7,6,6,6,7,6,7,North Dakota,2591.166034,572380.2683,Google Pay,10
5113,McDonalds,4,5,4,4,5,5,5,3,4,5,5,4,5,4,5,Rhode Island,1210.174486,967827.0833,Google Pay,12
5127,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Vermont,8614.425462,308687.2337,Cash,7
5127,Firehouse Subs,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Virginia,6885.282668,287906.2284,Google Pay,14
5132,Firehouse Subs,6,6,5,6,5,5,5,7,5,5,7,7,4,6,7,Washington,8105.525376,419426.4819,Credit Card,8
5132,Jersey Mikes,6,5,6,6,5,6,5,7,6,6,7,5,5,5,6,West Virginia,167.493571,372792.2139,Apple Pay,9
5138,Chipotle,3,4,4,3,7,5,6,4,3,6,5,4,5,6,5,Wisconsin,6156.744367,64779.11847,Google Pay,15
5138,Jersey Mikes,4,6,5,7,6,7,7,5,6,6,4,5,5,5,7,Wyoming,35.96484506,280395.0124,Apple Pay,13
5147,McDonalds,5,4,4,4,5,5,5,6,4,6,6,4,4,4,5,Alaska,3068.721057,129064.7329,Apple Pay,14
5149,Jersey Mikes,3,3,2,3,2,3,3,3,5,5,6,2,5,3,4,Arizona,5361.05941,196849.8982,Apple Pay,8
5149,Panera,7,4,5,5,4,4,7,5,6,5,6,5,6,5,6,Arkansas,2003.794595,605783.6416,Debit Card,15
5153,Chipotle,6,4,4,5,6,6,6,2,4,3,6,6,5,6,2,California,2761.759009,936045.6377,Apple Pay,10
5153,Panera,6,6,7,6,5,5,5,2,6,4,6,5,5,5,6,Colorado,7811.808894,594482.2965,Debit Card,7
5157,Jersey Mikes,4,3,3,4,3,3,3,5,5,4,5,4,4,3,4,Connecticut,6711.056301,467028.6891,Debit Card,5
5157,Jimmy Johns,5,5,5,5,5,5,5,4,4,4,5,5,4,4,4,Delaware,9701.404273,85475.1479,Apple Pay,7
5164,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Georgia,5816.211281,61180.14192,Google Pay,5
5173,Jersey Mikes,5,6,7,7,7,7,5,7,5,5,6,6,4,5,6,Hawaii,725.9812922,119683.824,Samsung Pay,9
5173,Panera,5,7,6,6,5,7,6,6,6,6,6,7,7,6,7,Idaho,7647.354439,576124.8521,Google Pay,12
5174,McDonalds,6,7,6,7,3,7,6,6,6,6,6,6,6,5,7,Indiana,2648.524752,621118.7275,Samsung Pay,10
5188,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Louisiana,830.1445026,272939.8746,Google Pay,7
5194,Jersey Mikes,6,6,6,7,6,6,6,6,7,7,6,6,6,7,7,Maine,3366.945363,444877.5609,Apple Pay,6
5194,Panera,6,7,7,6,7,6,7,6,6,7,6,6,7,6,7,Maryland,6876.595745,57221.74394,Apple Pay,5
5198,Subway,3,4,4,4,3,3,3,3,5,4,4,4,3,3,4,Massachusetts,4544.266917,426012.6568,Debit Card,8
5229,Firehouse Subs,4,6,5,7,5,6,6,5,3,4,5,5,6,7,5,Mississippi,9039.733182,582429.5673,Samsung Pay,8
5257,Chipotle,3,3,4,4,4,3,3,4,4,4,4,5,3,4,4,Nebraska,3754.783748,677085.3729,Credit Card,7
5257,Panera,4,5,4,5,5,3,3,3,5,4,5,5,5,5,5,Nevada,3117.47706,994972.3936,Debit Card,7
5265,Subway,2,6,5,6,5,6,3,2,6,1,4,5,4,5,5,New Hampshire,5539.183586,812778.6997,Samsung Pay,12
5265,McDonalds,4,2,3,2,3,2,2,3,5,3,3,3,3,2,2,New Jersey,3840.659414,876078.5998,Cash,15
5269,Panera,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,New York,1985.149924,560798.9225,Credit Card,8
5276,Chipotle,4,6,6,6,6,4,5,4,5,4,4,6,6,6,4,North Carolina,5774.742675,180315.368,Credit Card,14
5276,McDonalds,2,1,1,2,3,1,4,3,5,6,3,1,1,1,2,North Dakota,3873.325613,666447.1698,Apple Pay,10
5281,Firehouse Subs,5,5,6,6,6,6,5,5,6,5,6,5,5,6,5,Ohio,7928.915801,249352.8696,Cash,10
5281,Jimmy Johns,5,5,5,5,5,5,4,6,6,5,5,6,6,5,5,Oklahoma,5565.938001,496828.2747,Apple Pay,13
5287,Jimmy Johns,6,6,6,7,7,6,7,7,7,6,6,7,7,6,6,Pennsylvania,8212.067917,108578.0084,Google Pay,9
5308,Firehouse Subs,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Rhode Island,9342.11312,272936.0534,Credit Card,9
5308,Jimmy Johns,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,South Carolina,6918.68467,563834.1004,Google Pay,10
5312,Jersey Mikes,5,6,5,7,6,7,7,6,6,7,7,7,5,6,6,South Dakota,6137.364125,754275.685,Debit Card,5
5312,Jimmy Johns,6,6,7,7,6,5,7,7,7,6,6,7,6,7,7,Tennessee,4451.580467,996591.5797,Debit Card,7
5319,Subway,3,3,4,3,3,3,4,5,5,4,3,3,4,4,5,Texas,7829.669583,553930.4157,Apple Pay,9
5319,McDonalds,3,4,1,2,1,1,1,2,4,4,1,1,1,1,1,Utah,1661.358913,86953.08813,Cash,11
5320,Subway,5,6,5,7,6,6,6,6,6,6,6,6,6,6,5,Vermont,7943.559676,615344.1903,Cash,15
5320,Firehouse Subs,6,6,5,6,6,6,6,6,6,5,6,6,5,6,7,Virginia,7943.963779,191185.2718,Cash,14
5351,McDonalds,3,4,5,5,5,5,4,6,4,5,4,6,4,5,5,Washington,9670.124418,682699.592,Debit Card,9
5355,Jersey Mikes,4,5,3,4,3,4,4,2,4,2,3,5,5,3,4,West Virginia,5860.249323,463284.0079,Google Pay,14
5355,Panera,4,4,5,5,4,3,2,5,6,5,5,5,4,5,5,Wisconsin,4949.323481,443799.9058,Apple Pay,10
5362,Jimmy Johns,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Wyoming,8305.992081,463061.4192,Google Pay,12
5362,Panera,3,5,4,4,5,2,3,3,5,3,5,4,4,4,4,Alabama,327.2241686,137641.2758,Google Pay,9
5403,Jersey Mikes,3,3,5,3,2,3,4,2,4,2,3,3,3,2,4,Colorado,656.194234,900182.9466,Samsung Pay,10
5403,Panera,3,1,2,3,2,5,3,3,4,3,2,5,3,4,6,Connecticut,2159.850157,355346.9613,Credit Card,6
5404,Subway,6,7,6,7,7,7,6,7,7,7,7,7,7,7,7,Delaware,8784.27958,996870.1278,Google Pay,15
5406,Subway,3,6,3,6,7,5,2,1,2,7,7,3,2,4,7,Idaho,4667.416548,964104.1838,Cash,13
5406,McDonalds,5,6,4,6,6,4,4,6,7,7,6,5,6,2,5,Illinois,5500.118456,352272.597,Cash,10
5412,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Indiana,6643.92584,726989.0788,Debit Card,14
5412,Chipotle,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Iowa,5214.315444,314110.8904,Cash,5
5420,Jersey Mikes,6,5,7,7,7,7,6,5,7,6,7,7,7,7,7,Kansas,8931.176679,92319.14208,Cash,15
5447,Chipotle,5,5,5,5,6,6,5,5,6,6,5,4,5,5,5,Louisiana,6131.78404,652047.6594,Samsung Pay,8
5447,Firehouse Subs,6,5,3,5,4,5,5,4,6,4,5,5,5,4,6,Maine,6892.66221,944541.6061,Apple Pay,14
5454,Subway,6,2,6,3,3,4,3,2,5,3,5,4,3,4,3,Maryland,1061.288989,668729.8295,Debit Card,8
5454,McDonalds,7,4,5,4,5,7,6,6,5,6,4,5,5,4,5,Massachusetts,8452.123104,186259.0509,Cash,10
5469,Jimmy Johns,5,4,5,6,4,5,5,4,5,4,5,3,5,5,4,New Jersey,534.8322837,257922.1772,Apple Pay,8
5469,Panera,6,6,6,4,5,5,6,6,5,5,6,6,4,5,6,New Mexico,5416.497712,295156.9633,Apple Pay,15
5480,Subway,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,Oklahoma,2131.635849,91785.01194,Google Pay,9
5480,McDonalds,6,6,6,6,6,6,7,6,6,5,6,6,6,6,6,Oregon,2157.83004,742337.6793,Credit Card,10
5482,Subway,3,3,5,3,4,4,4,3,4,4,4,4,3,4,5,Pennsylvania,5625.181955,495003.31,Apple Pay,15
5482,McDonalds,6,4,4,5,5,3,4,5,5,5,5,4,3,4,2,Rhode Island,4700.369961,537635.8375,Cash,12
5490,Firehouse Subs,5,4,4,5,5,3,4,3,4,4,5,4,6,5,4,Tennessee,8879.82983,47688.21141,Apple Pay,14
5490,Jersey Mikes,5,4,3,5,4,3,4,3,4,4,4,4,4,4,4,Texas,7761.204711,423792.5195,Samsung Pay,10
5496,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Virginia,6098.848285,657704.6831,Cash,7
5500,Jersey Mikes,5,6,6,7,5,6,5,6,5,6,5,6,5,6,5,West Virginia,6925.465026,413120.0071,Credit Card,7
5500,Jimmy Johns,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,Wisconsin,4620.443878,736160.6815,Credit Card,8
5505,Subway,3,4,3,4,2,2,2,2,2,3,4,1,2,4,2,Alaska,2265.64011,456634.7392,Google Pay,8
5506,Firehouse Subs,6,7,4,5,4,3,7,5,6,7,5,6,6,6,6,Arkansas,8107.987999,572099.0228,Debit Card,15
5506,Panera,6,7,5,6,6,7,6,6,7,5,6,7,7,7,5,California,6627.749245,313188.6571,Samsung Pay,15
5514,Chipotle,6,5,7,6,7,6,5,7,7,6,7,7,6,7,6,Delaware,3741.737217,58866.09446,Apple Pay,5
5514,Firehouse Subs,4,3,3,4,4,4,4,3,5,4,5,6,4,6,6,Florida,988.973587,705742.3417,Samsung Pay,12
5526,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Idaho,8012.978403,978676.8118,Google Pay,13
5526,McDonalds,2,7,7,4,4,3,2,3,7,7,6,5,3,3,1,Illinois,8666.119884,906771.3887,Google Pay,5
5541,Subway,3,4,2,4,3,3,2,2,4,3,3,3,4,4,5,Kansas,5143.786976,135918.3902,Credit Card,7
5541,Panera,7,6,4,6,6,6,6,7,6,6,6,6,4,5,6,Kentucky,6913.521302,97665.01919,Apple Pay,10
5563,Jersey Mikes,6,6,4,5,6,6,4,7,5,5,5,4,6,6,6,Michigan,3743.358518,911995.4591,Debit Card,8
5563,Jimmy Johns,5,4,5,4,6,5,3,6,4,6,4,6,4,4,5,Minnesota,1883.426462,517059.3678,Samsung Pay,15
5571,McDonalds,5,7,5,5,7,5,5,7,7,7,7,7,5,7,1,Mississippi,3809.619612,9175.662436,Debit Card,10
5571,Panera,5,4,7,5,6,4,3,3,7,4,7,7,7,5,7,Missouri,9773.678048,141956.4526,Cash,12
5590,Firehouse Subs,6,5,5,5,5,5,6,6,6,5,5,6,4,6,4,Nevada,9900.205221,486109.7373,Credit Card,5
5590,Jimmy Johns,4,4,3,5,5,4,4,4,5,4,5,5,4,5,4,New Hampshire,2655.306944,415331.9902,Google Pay,14
5597,Subway,5,6,5,5,3,2,3,4,5,4,5,5,6,5,6,New York,3052.143215,155922.7315,Apple Pay,14
5597,Panera,4,5,5,5,3,1,2,4,5,5,5,5,5,5,6,North Carolina,8857.662678,243496.2051,Debit Card,9
5602,Chipotle,6,7,7,7,6,6,5,6,5,5,6,6,7,6,6,Oklahoma,5042.961404,689709.1059,Cash,7
5602,Jimmy Johns,7,6,7,7,6,6,7,7,6,7,6,6,5,6,6,Oregon,6041.887905,952050.4151,Apple Pay,8
5605,Subway,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,South Carolina,6863.485594,169795.7546,Samsung Pay,15
5605,Chipotle,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,South Dakota,9028.214693,703131.0187,Cash,15
5606,Jersey Mikes,7,7,7,7,1,1,4,7,7,6,7,7,7,7,7,Tennessee,3766.369734,580379.3246,Apple Pay,13
5608,Firehouse Subs,2,6,5,5,5,5,5,5,4,6,6,3,4,4,5,Utah,7378.890622,951822.4621,Credit Card,9
5608,Jimmy Johns,1,5,2,5,2,3,5,2,2,4,6,5,3,3,4,Vermont,9260.723545,916579.0834,Apple Pay,15
5622,Jimmy Johns,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,Virginia,5571.396671,125150.4619,Samsung Pay,7
5622,Panera,4,5,5,5,4,3,3,4,5,5,5,5,5,5,5,Washington,3921.563823,259688.0163,Credit Card,14
5624,Subway,4,3,6,5,4,4,5,4,5,5,5,5,5,5,5,West Virginia,5435.758177,295248.0979,Credit Card,5
5632,Chipotle,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Wyoming,7724.972492,68790.31173,Cash,7
5632,Jersey Mikes,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Alabama,482.8129427,822869.5115,Samsung Pay,8
5639,Panera,6,7,6,7,6,4,3,6,6,6,6,6,6,6,6,California,3359.235615,59981.57224,Google Pay,5
5644,McDonalds,6,5,4,5,3,3,5,3,6,5,3,5,5,3,2,Connecticut,3616.249327,22435.0946,Cash,5
5659,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Georgia,1447.347399,68502.61674,Credit Card,13
5659,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Hawaii,7464.309258,608146.4145,Debit Card,10
5679,Chipotle,6,6,6,7,7,6,7,6,6,7,7,6,5,7,5,Louisiana,8650.76,732234.3281,Apple Pay,12
5679,Firehouse Subs,6,6,7,6,7,5,7,6,6,6,7,6,6,7,6,Maine,6568.194937,768812.4381,Google Pay,7
5680,Chipotle,5,7,6,6,6,5,5,5,5,5,7,7,6,4,4,Maryland,5082.069942,530867.9882,Samsung Pay,15
5680,Firehouse Subs,7,5,7,5,7,7,3,4,7,5,7,7,7,6,7,Massachusetts,1360.532889,680077.2949,Samsung Pay,11
5681,Chipotle,5,6,4,4,5,5,5,4,4,4,5,6,4,4,5,Michigan,6803.932074,573416.2198,Google Pay,5
5682,Firehouse Subs,6,7,7,7,7,7,7,7,7,7,7,5,7,7,7,Mississippi,9152.4663,756379.5362,Samsung Pay,10
5682,Jersey Mikes,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,Missouri,6367.402161,650552.8968,Google Pay,6
5694,Jersey Mikes,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Nevada,9378.380717,748511.5344,Samsung Pay,7
5694,McDonalds,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,New Hampshire,9844.997758,533484.3371,Samsung Pay,13
5695,Panera,4,3,4,6,4,4,6,6,5,6,4,5,3,5,6,New Mexico,8877.431399,385085.7341,Cash,5
5708,Chipotle,3,5,4,5,5,4,4,3,4,3,4,4,4,4,3,New York,2103.319179,960795.3882,Debit Card,7
5708,Firehouse Subs,2,4,4,3,4,3,3,3,2,4,3,3,3,3,4,North Carolina,6664.657937,938141.6833,Debit Card,10
5709,Firehouse Subs,4,2,4,3,4,4,5,5,3,3,3,3,4,4,5,North Dakota,7626.375698,377378.708,Samsung Pay,14
5715,Jersey Mikes,7,7,6,5,7,7,6,5,7,6,7,7,7,7,7,Oklahoma,1040.634143,85344.23003,Apple Pay,10
5715,Jimmy Johns,6,7,7,7,6,7,6,6,7,6,7,7,7,7,7,Oregon,9469.030179,783937.8967,Cash,7
5720,Panera,7,6,6,6,7,5,6,4,7,6,7,7,6,7,6,Rhode Island,3986.776361,788131.4479,Google Pay,5
5725,Subway,7,4,7,7,6,6,4,6,7,4,4,7,7,7,7,Tennessee,4996.928244,524096.5996,Apple Pay,10
5725,McDonalds,4,4,3,3,4,5,3,3,3,5,4,4,4,4,4,Texas,6684.701942,363415.894,Samsung Pay,12
5726,Chipotle,7,6,6,5,5,6,5,4,6,4,4,6,5,5,2,Vermont,749.0091049,744555.0815,Samsung Pay,14
5729,McDonalds,7,7,6,6,6,7,7,5,7,7,7,5,5,4,5,Virginia,1445.887908,21840.77571,Apple Pay,8
5729,Panera,5,5,6,5,4,5,4,3,6,5,5,6,5,4,6,Washington,4379.754556,147123.1164,Samsung Pay,9
5730,Chipotle,4,4,4,2,4,4,4,4,3,3,4,4,4,5,3,West Virginia,6278.638809,691721.2534,Debit Card,9
5730,Panera,5,5,6,4,4,3,3,1,4,3,4,5,3,5,5,Wisconsin,9385.687935,425935.1887,Cash,8
5734,Jersey Mikes,7,7,7,6,7,7,6,7,7,7,7,6,7,7,7,Wyoming,8233.786172,939573.4882,Debit Card,10
5734,Jimmy Johns,7,7,7,7,7,6,7,7,6,7,7,7,7,7,6,Alabama,7853.866609,821067.4797,Debit Card,13
5740,Subway,7,4,6,5,6,5,5,5,7,2,6,6,5,6,6,Alaska,729.1811688,449533.5047,Google Pay,13
5740,Panera,7,6,6,6,6,6,5,4,6,6,6,6,6,4,6,Arizona,6067.798385,95692.13334,Apple Pay,13
5750,Subway,6,4,6,5,6,6,6,4,6,5,6,5,6,5,7,Colorado,7154.922128,11529.81503,Credit Card,6
5750,McDonalds,5,4,1,2,7,6,6,5,6,5,5,5,5,5,5,Connecticut,2243.244017,385273.2098,Google Pay,13
5763,Chipotle,6,5,5,5,5,4,6,5,4,5,6,5,5,5,5,Delaware,5552.529433,597685.8306,Debit Card,9
5764,Firehouse Subs,6,5,5,6,7,5,5,6,6,4,6,6,5,5,7,Georgia,3959.786504,207559.6627,Samsung Pay,7
5764,Jersey Mikes,7,6,7,5,6,5,5,4,4,6,5,5,5,7,7,Hawaii,9682.95752,81059.83214,Cash,12
5766,Firehouse Subs,6,5,5,3,5,3,2,1,5,1,6,3,5,5,3,Indiana,146.0614797,763816.3427,Apple Pay,12
5766,Jimmy Johns,3,1,5,2,5,5,3,3,6,3,5,5,3,5,2,Iowa,2060.964606,111691.8516,Samsung Pay,11
5771,Firehouse Subs,6,6,7,7,7,6,6,6,6,6,7,7,6,7,7,Maryland,644.6251396,789394.9552,Cash,15
5771,McDonalds,7,5,6,7,7,6,7,6,6,6,6,7,7,6,5,Massachusetts,8297.972649,265162.6431,Apple Pay,7
5779,Firehouse Subs,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,Mississippi,6351.762513,528444.3599,Credit Card,15
5779,Jersey Mikes,7,6,6,6,6,6,7,7,6,7,6,7,6,6,6,Missouri,2456.42268,757022.1932,Google Pay,10
5793,Subway,6,6,6,6,5,5,4,5,6,5,6,5,5,6,6,New Jersey,1654.478205,424455.9506,Apple Pay,6
5793,Jersey Mikes,4,6,5,6,6,4,4,5,6,5,6,6,6,6,5,New Mexico,7751.484261,376463.3141,Credit Card,6
5797,Subway,4,6,5,5,5,5,5,4,5,4,3,5,5,6,7,North Dakota,2800.733644,702701.428,Google Pay,10
5797,Panera,6,5,6,5,5,5,5,3,5,3,4,5,5,5,6,Ohio,2524.89829,400589.315,Google Pay,11
5799,Jimmy Johns,4,4,6,3,6,4,6,2,6,6,6,6,6,6,6,Oregon,9149.702329,39674.75565,Samsung Pay,9
5815,Subway,5,5,6,5,5,6,5,5,6,5,5,6,5,6,6,South Carolina,749.1154046,682580.1383,Apple Pay,7
5815,McDonalds,7,4,4,4,5,6,5,5,6,6,5,6,5,4,4,South Dakota,4314.251855,963450.2078,Cash,5
5816,Jimmy Johns,7,5,7,6,6,6,6,6,6,7,6,6,6,6,6,Tennessee,9702.478657,506843.9817,Debit Card,7
5817,Jersey Mikes,7,6,6,6,6,7,6,6,7,7,6,6,7,7,6,Utah,6832.419211,83358.92235,Google Pay,15
5817,Panera,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,Vermont,4749.958665,687885.9398,Debit Card,13
5824,Subway,4,4,4,5,5,2,4,1,4,3,3,3,4,4,2,Virginia,7624.639335,28796.91229,Cash,13
5824,Panera,5,5,4,5,3,2,3,1,3,4,3,5,6,4,5,Washington,73.07964678,49513.49281,Credit Card,6
5826,Chipotle,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,West Virginia,639.6325552,894302.9527,Credit Card,7
5826,Panera,4,6,6,6,5,6,6,6,6,6,6,6,6,5,6,Wisconsin,7327.308648,19232.38306,Debit Card,11
5835,Jimmy Johns,5,5,5,7,7,7,5,5,7,7,6,7,7,7,5,Alabama,4597.577968,432428.2611,Cash,13
5841,Chipotle,7,6,6,5,4,6,5,6,6,4,6,6,6,6,6,Alaska,1465.829007,483910.0407,Debit Card,6
5841,Jersey Mikes,7,6,6,6,6,5,4,5,5,4,6,6,5,6,5,Arizona,9647.790187,990995.13,Cash,6
5846,Jersey Mikes,7,7,7,6,7,6,6,7,7,6,7,7,7,7,7,California,973.0127757,671341.1706,Credit Card,13
5848,McDonalds,3,7,3,5,6,7,7,6,6,7,3,5,6,3,6,Colorado,7967.205134,12120.5669,Google Pay,15
5848,Panera,5,5,6,6,6,6,5,6,5,6,6,6,6,6,6,Connecticut,2514.69248,251575.3652,Samsung Pay,11
5866,Firehouse Subs,4,5,4,5,5,5,5,4,5,5,4,5,5,5,6,Delaware,3584.627942,468850.1752,Debit Card,7
5866,Jimmy Johns,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,Florida,8924.143557,509594.0228,Google Pay,14
5885,McDonalds,5,3,5,4,5,5,5,4,4,5,5,5,5,4,4,Idaho,3236.255554,26475.12172,Google Pay,10
5896,Chipotle,4,4,5,5,4,4,4,3,4,4,4,6,5,5,4,Kentucky,9145.762537,939336.4261,Credit Card,11
5896,Panera,4,4,4,5,5,4,3,4,5,4,5,4,5,4,4,Louisiana,6302.525219,450342.7903,Apple Pay,12
5900,Firehouse Subs,7,7,7,7,6,7,7,6,7,6,7,7,6,7,7,Maryland,5127.374673,978692.89,Debit Card,15
5915,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Missouri,3125.404186,900662.695,Apple Pay,12
5915,Jimmy Johns,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,Montana,3609.185462,634026.7364,Cash,6
5916,Firehouse Subs,1,5,5,4,3,4,4,5,4,4,7,6,6,4,4,Nebraska,7045.844266,571373.5722,Google Pay,6
5916,Jimmy Johns,3,5,4,5,4,4,4,4,4,5,5,5,4,4,5,Nevada,2395.984783,914034.9768,Google Pay,11
5927,McDonalds,6,5,4,5,6,5,6,6,5,6,6,6,6,6,6,New Jersey,2404.807911,212855.9097,Apple Pay,8
5933,Jimmy Johns,7,6,7,7,7,6,7,7,7,7,4,6,7,7,7,New York,7304.400398,819217.4715,Apple Pay,10
5934,Firehouse Subs,6,7,7,6,6,6,7,6,7,6,7,6,6,6,7,North Carolina,7657.500022,792889.3625,Google Pay,14
5934,Panera,6,6,7,6,6,6,7,7,7,7,7,6,6,7,7,North Dakota,3764.204072,680988.9268,Google Pay,15
